#,LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community, List Price , Sold Price ,Type,Style,Br,Additional,Wr,Fam,Kit,Garage Type,A/C,Heat,Contract Date,Sold Date,List Brokerage,Co op Brokerage,MLS#
117,Sld,,57,Clementine,Dr,,Brampton,Brampton W," $1,299,900 "," $1,346,000 ",Detached,2-Storey,4,1,5,y,1,Attach,Cen,Gas,3-16-21,3-18-21,RE/MAX REAL,RE/MAX REALE,W5153988
118,Sld,        ,478,Riverman!,Rd,,Brampton,Brampton W," $1,299,900 "," $1,510,055 ",Detached,2-Storey,4,0,4,Y,1,Attach,Cen,Gas,3-16-21,3-21-21,CITYSCAPE R,TRIMAXX REALT,W5154162
119,Sld,            ,1205,Martin's,Blvd,,Brampton,Brampton W," $1,299,900 "," $1,390,000 ",Detached,2-Storey,4,0,3,N,1,Built-,Cen,Gas,3-29-21,3-31-21,KELLER WILL,RE/MAX GOLD R,W5171366
120,Sld,,20,Kawana,Rd,,Brampton,Brampton W," $1,299,900 "," $1,410,000 ",Detached,2-Storey,4,0,4,Y,1,Attach,Cen,Gas,4-15-21,4-19-21,RE/MAX REAL,RE/MAX REALTY,W5195593
121,Sld,,18,Dancing Wa,Rd,,Brampton,Brampton W," $1,329,900 "," $1,520,000 ",Detached,2-Storey,4,0,4,Y,1,Built-,Cen,Gas,2-18-21,2-19-21,CENTURY 21,ROYAL LEPAGE,W5119658
122,Sld,,20,Cooperage,St,,Brampton,Brampton W," $1,348,000 "," $1,470,000 ",Detached,2-Storey,4,2,6,Y,1,Attach,Cen,Gas,4-30-21,5-11-21,RE/MAX REAL,WORLD CLASS R,W5215063
123,Sld,,39,Noble Oaks,Rd,,Brampton,Brampton W," $1,349,000 "," $1,450,000 ",Detached,2-Storey,4,0,4,Y,1,Built-,Cen,Gas,2-13-21,2-15-21,CENTURY 21,CENTURY 21 PE,W5114765
124,Sld,,36,Noranda,Gres,,Brampton,Brampton W," $1,349,900 "," $1,460,000 ",Detached,2-Storey,4,1,4,Y,1,Attach,Cen,Gas,2-17-21,2-21-21,REALTY EXEC,SAVE MAX SUPR,W5117397
125,Sld,,8,Monument,Tr,,Brampton,Brampton W," $1,399,000 "," $1,405,000 ",Detached,Bungaloft,3,1,3,Y,1,Attach,Cen,Gas,1-6-21,2-5-21,RE/MAX REAL,RIGHT AT HOME,W5076557
126,Sld,,8047,Financial,Dr,,Brampton,Brampton W," $1,399,000 "," $1,399,000 ",Detached,2-Storey,4,1,4,Y,1,Attach,Cen,Gas,2-10-21,2-24-21,RE/MAX GOLD,RE/MAX GOLD R,W5111310
127,Sld,,445,Rivermont,Rd,W,Brampton,Brampton W," $1,399,000 "," $1,530,000 ",Detached,2-Storey,5,0,5,y,1,Attach,Cen,Gas,3-18-21,3-19-21,RE/MAX REAL,RE/MAX REALE,W5159707
128,Sld,,37,Noble Oaks,Rd,,Brampton,Brampton W," $1,399,000 "," $1,380,000 ",Detached,2-Storey,4,1,4,y,1,Built-,Cen,Gas,3-30-21,4-1-21,CITYSCAPE R,HOMELIFE MAPL,W5173062
129,Sld,N,51,Messina,Ave,,Brampton,Brampton W," $1,399,900 "," $1,420,000 ",Detached,2-Storey,4,1,4,y,1,Built-,Cen,Gas,3-11-21,3-13-21,RE/MAX REAL,RE/MAX PROFES,W5147855
130,Sld,,14,Fahey,Dr,,Brampton,Brampton W," $1,399,900 "," $1,451,001 ",Detached,2-Storey,4,1,4,y,1,Attach,Cen,Gas,3-17-21,3-21-21,RE/MAX REAL,SUTTON GROUP,W5155631
131,Sld,,18,Prairie Cr,Gres,,Brampton,Brampton W," $1,399,900 "," $1,515,000 ",Detached,2-Storey,4,0,4,y,1,Built-,Cen,Gas,3-18-21,3-23-21,ROYAL LEPAG,"EXP REALTY, B",W5157113
132,Sld,,6,Gosling,St,,Brampton,Brampton W," $1,400,000 "," $1,400,000 ",Detached,2-Storey,4,0,5,y,1,Built-,Cen,Gas,2-16-21,2-17-21,EXECUTIVE R,EXECUTIVE REA,W5116758
133,Sld,,6,Prairie Cr,Gres,,Brampton,Brampton W," $1,400,000 "," $1,540,000 ",Detached,2-Storey,5,0,3,y,1,Attach,Cen,Gas,3-7-21,3-12-21,RE/MAX REAL,TRIMAXX REALT,W5141021
134,Sld,,80,Grouse,Lane,,Brampton,Brampton W," $1,429,000 "," $1,471,500 ",Detached,2-Storey,4,0,4,y,1,Built-,Cen,Gas,2-19-21,2-23-21,SUTTON GROU,RE/MAX REALE,W5121026
135,Sld,,74,Grouse,Lane,,Brampton,Brampton W," $1,429,900 "," $1,456,000 ",Detached,2-Storey,4,2,4,y,1,Attach,Cen,Gas,4-28-21,5-5-21,HOMELIFE/MI,RIGHT AT HOME,W5211764
136,Sld,,188,Coastline,Dr,,Brampton,Brampton W," $1,450,000 "," $1,435,000 ",Detached,2-Storey,4,0,5,y,1,Attach,Cen,Gas,1-22-21,2-2-21,RE/MAX REAL,NEWGEN REALTY,W5091475
137,Sld,,10,Olivia Mar,Rd,,Brampton,Brampton W," $1,450,000 "," $1,445,000 ",Detached,2-Storey,4,0,4,y,1,Attach,Cen,Gas,2-24-21,3-4-21,ROYAL LEPAG,HOMELIFE/MIRA,W5126453
138,Sld,,48,Howland,Gres,,Brampton,Brampton W," $1,459,999 "," $1,460,000 ",Detached,2-Storey,4,0,4,y,1,Attach,Cen,Gas,3-2-21,3-3-21,KING REALTY,KING REALTY I,W5133780
139,Sld,N,1604,Hailstone,Rd,,Brampton,Brampton W," $1,479,000 "," $1,550,000 ",Detached,2-Storey,4,0,4,y,1,Attach,Cen,Gas,3-3-21,12-3-21,SUTTON GROU,PROPERLY HOME,W5134970
140,Sld,,22,Grouse,Lane,,Brampton,Brampton W," $1,495,000 "," $1,600,000 ",Detached,2-Storey,5,0,4,y,1,Built-,Cen,Gas,2-13-21,2-16-21,ROYAL LEPAG,RE/MAX REALTY,W5114967
141,Sld,,51,Elysian Fi,Gire,,Brampton,Brampton W," $1,499,000 "," $1,601,000 ",Detached,2-Storey,4,3,6,y,1,Attach,Cen,Gas,1-14-21,1-18-21,STREET MAST,RE/MAX REALE,W5084593
142,Sld,,8,Point Reye,Terr,,Brampton,Brampton W," $1,499,000 "," $1,600,000 ",Detached,2-Storey,4,1,6,y,1,Built-,Cen,Gas,2-8-21,2-14-21,KELLER WILL,HOMELIFE/MIRA,W5108992
143,Sld,,24,Twin Falls,Rd,,Brampton,Brampton W," $1,499,000 "," $1,560,000 ",Detached,2-Storey,5,2,5,y,1,Attach,Cen,Gas,2-16-21,2-20-21,HOMELIFE G1,ROYAL CANADIA,W5117135
144,Sld,,24,Coin,St,,Brampton,Brampton W," $1,499,000 "," $1,485,000 ",Detached,2-Storey,4,2,5,y,1,Attach,Cen,Gas,3-6-21,8-3-21,CENTURY 21,RE/MAX REALTY,W5140511
145,Sld,,42,Messina,Ave,,Brampton,Brampton W," $1,499,000 "," $1,550,000 ",Detached,2-Storey,4,1,5,y,1,Built-,Cen,Gas,4-9-21,4-17-21,SAVE MAX,RE/MAX CHAMPI,W5188210
146,Sld,,69,Sky Harbou,Dr,,Brampton,Brampton W," $1,499,000 "," $1,760,000 ",Detached,2-Storey,4,3,6,y,1,Attach,Cen,Gas,4-24-21,1-5-21,HOMELIFE/MI,WORLD CLASS R,W5207953
147,Sld,,7,Edmonton,St,,Brampton,Brampton W," $1,499,900 "," $1,712,500 ",Detached,2-Storey,4,2,6,y,1,Attach,Cen,Gas,1-26-21,1-28-21,CENTURY 21,RE/MAX REALE,W5094587
148,Sld,,42,Mountain R,Rd,,Brampton,Brampton W," $1,499,900 "," $1,535,000 ",Detached,2-Storey,4,0,5,y,1,Attach,Cen,Gas,2-5-21,8-2-21,RE/MAX REAL,RE/MAX REALE,W5105769
149,Sld,,52,Mediterran,Gres,,Brampton,Brampton W," $1,499,900 "," $1,575,000 ",Detached,2-Storey,4,2,6,y,1,Built-,Cen,Gas,3-3-21,6-3-21,RE/MAX REAL,IPRO REALTY L,W5134923
150,Sld,,7,Stonecrop,Rd,,Brampton,Brampton W," $1,499,900 "," $1,820,000 ",Detached,2-Storey,5,1,5,y,1,Built-,Cen,Gas,3-30-21,1-4-21,ROYAL LEPAG,CENTURY 21 PE,W5173600
151,Sld,,1,Lower Tham,Dr,,Brampton,Brampton W," $1,499,900 "," $1,530,000 ",Detached,2-Storey,4,0,4,Y,1,Attach,Cen,Gas,4-22-21,4-26-21,CENTURY 21,RIGHT AT HOME,W5204841
152,Sld,,1607,Hailstone,Rd,,Brampton,Brampton W," $1,519,000 "," $1,501,000 ",Detached,2-Storey,4,0,4,Y,1,Attach,Cen,Gas,2-24-21,4-3-21,RE/MAX REAL,CITYSCAPE REA,W5126846
153,Sld,,14,Mountain R,Rd,,Brampton,Brampton W," $1,530,000 "," $1,550,000 ",Detached,2-Storey,4,1,5,Y,1,Built-,Cen,Gas,3-19-21,3-21-21,RE/MAX REAL,RE/MAX REALE,W5159043
154,Sld,,25,Vineyard,Dr,,Brampton,Brampton W," $1,539,900 "," $1,725,000 ",Detached,2-Storey,5,3,6,y,1,Attach,Cen,Gas,3-31-21,8-4-21,RE/MAX REAL,PROPERTY MAX,W5174114
155,Sld,,8,Rising Hil,Rdge,,Brampton,Brampton W," $1,549,000 "," $1,630,000 ",Detached,2-Storey,4,2,6,y,1,Attach,Cen,Gas,2-17-21,2-26-21,RE/MAX GOLD,RE/MAX REALTY,W5118644
156,Sld,,6,Legendary,Gire,,Brampton,Brampton W," $1,575,000 "," $1,700,000 ",Detached,2-Storey,5,1,5,y,1,Attach,Cen,Gas,3-24-21,3-29-21,RE/MAX REAL,ROYAL STAR RE,W5164945
157,Sld,,1,Messina,Ave,,Brampton,Brampton W," $1,595,000 "," $1,595,000 ",Detached,2-Storey,4,0,4,y,1,Built-,Cen,Gas,2-15-21,2-17-21,ROYALLEPAG,HOMELIFE/MIRA,W5115645
158,Sld,,9,Noranda,Cres,,Brampton,Brampton W," $1,595,900 "," $1,670,000 ",Detached,2-Storey,5,2,6,Y,1,Built-,Cen,Gas,3-1-21,3-1-21,SELECT GROU,RIGHT AT HOME,W5131831
159,Sld,,1,Twin Falls,Rd,W,Brampton,Brampton W," $1,597,577 "," $1,650,000 ",Detached,2-Storey,4,3,6,Y,1,Built-,Cen,Gas,3-24-21,3-30-21,ROYAL STAR,ROYAL LEPAGE,W5166221
160,Sld,,147,Coastline,Dr,,Brampton,Brampton W," $1,599,000 "," $1,582,000 ",Detached,Bungalow,3,2,3,Y,1,Attach,Cen,Gas,2-28-21,4-5-21,RE/MAX REAL,CENTURY 21 LE,W5130981
161,Sld,,26,Wardsville,Dr,,Brampton,Brampton W," $1,599,000 "," $1,915,000 ",Detached,2-Storey,4,1,6,Y,1,Built-,Cen,Gas,4-24-21,5-2-21,HOMELIFE MA,CENTURY 21 IN,W5207915
162,Sld,,92,Nova Scoti,Rd,,Brampton,Brampton W," $1,599,900 "," $1,685,000 ",Detached,2-Storey,4,0,5,Y,1,Built-,Cen,Gas,2-12-21,2-18-21,RE/MAX REAL,HOMELIFE/MIRA,W5113833
163,Sld,,7,Clute Spri,Crt,,Brampton,Brampton W," $1,599,900 "," $1,681,000 ",Detached,2-Storey,5,0,5,Y,1,Built-,Cen,Gas,3-15-21,3-20-21,CENTURY 21,KING REALTY I,W5151566
164,Sld,,8,Xavier,Crt,,Brampton,Brampton W," $1,599,900 "," $1,600,000 ",Detached,2-Storey,4,0,4,Y,1,Built-,Cen,Gas,3-25-21,3-31-21,ROYAL LEPAG,ROYAL LEPAGE,W5167256
165,Sld,,4,Mugford,Cres,,Brampton,Brampton W," $1,599,900 "," $1,560,000 ",Detached,2-Storey,4,0,4,Y,1,Built-,Cen,Gas,4-19-21,4-21-21,NEW VENTURE,KELLER WILLIA,W5200774
166,Sld,,59,Mountain R,Rd,,Brampton,Brampton W," $1,599,900 "," $1,620,000 ",Detached,2-Storey,4,1,5,N,1,Built-,Cen,Gas,5-5-21,5-9-21,RE/MAX ABOU,COLDWELL BANK,W5221276
167,Sld,,89,Coastline,Dr,,Brampton,Brampton W," $1,599,999 "," $1,750,000 ",Detached,2-Storey,5,0,4,Y,1,Attach,Cen,Gas,4-21-21,4-24-21,KINGSWAY RE,SUTTON GROUP,W5204229
168,Sld,N,11,Mcnutt,St,,Brampton,Brampton W," $1,600,000 "," $1,570,000 ",Detached,Bungalow,3,1,4,Y,1,Built-,Cen,Gas,1-30-21,2-4-21,ROYAL LEPAG,HOME VISION R,W5098920
169,Sld,,1,Tristan,Crt,,Brampton,Brampton W," $1,600,000 "," $1,684,000 ",Detached,Bungaloft,3,0,3,y,1,Built-,Cen,Gas,5-1-21,5-7-21,ROYAL LEPAG,RE/MAX REALTY,W5216980
170,Sld,,74,Elysian Fi,Circ,,Brampton,Brampton W," $1,649,900 "," $1,700,000 ",Detached,2-Storey,4,1,5,y,1,Attach,Cen,Gas,2-4-21,2-14-21,RE/MAX REAL,HOMELIFE/MIRA,W5104549
171,Sld,,9,Larande,Crt,,Brampton,Brampton W," $1,649,900 "," $1,580,000 ",Detached,2-Storey,4,1,5,y,1,Built-,Cen,Gas,3-25-21,4-5-21,RE/MAX REAL,RE/MAX REALE,W5167288
172,Sld,N,10,Xavier,Crt,,Brampton,Brampton W," $1,661,618 "," $1,600,000 ",Detached,2-Storey,4,0,4,y,1,Built-,Cen,Gas,4-12-21,5-8-21,ROYAL LEPAG,ROYAL LEPAGE,W5191368
173,Sld,,9,Lower Tham,Dr,,Brampton,Brampton W," $1,679,000 "," $1,657,000 ",Detached,2-Storey,5,1,4,y,1,Attach,Cen,Gas,3-16-21,3-31-21,HIGHLAND RE,SALERNO REALT,W5154552
174,Sld,,35,Legendary,Circ,,Brampton,Brampton W," $1,690,000 "," $1,680,000 ",Detached,2-Storey,4,0,4,y,1,Attach,Cen,Gas,3-20-21,3-25-21,RE/MAX REAL,RE/MAX REALTY,W5160719
175,Sld,,47,Shediac,Rd,,Brampton,Brampton W," $1,699,000 "," $1,700,000 ",Detached,2-Storey,5,3,6,y,1,Attach,Cen,Gas,4-3-21,4-11-21,SAVE MAX RE,EXECUTIVE REA,W5178849
176,Sld,,46,Dancing Wa,Rd,,Brampton,Brampton W," $1,699,900 "," $1,680,000 ",Detached,2-Storey,4,2,6,y,1,Built-,Cen,Gas,3-17-21,3-22-21,RE/MAX REAL,CENTURY 21 GR,W5154741
177,Sld,,45,Elysian Fi,Circ,,Brampton,Brampton W," $1,699,999 "," $1,811,000 ",Detached,2-Storey,5,2,5,y,1,Attach,Cen,Gas,3-29-21,4-7-21,HOMELIFE/MI,NON-TRREB BOA,W5171031
178,Sld,N,133,Sky Harbou,Dr,,Brampton,Brampton W," $1,749,000 "," $1,700,000 ",Detached,2-Storey,4,0,5,y,1,Built-,Cen,Gas,3-25-21,4-7-21,BAY STREET,ROYAL LEPAGE,W5166323
179,Sld,,32,Black Bear,Tr,,Brampton,Brampton W," $1,749,900 "," $1,745,100 ",Detached,2-Storey,5,2,6,y,1,Built-,Cen,Gas,3-10-21,3-15-21,CENTURY 21,HOMELIFE/MIRA,W5144709
180,Sld,,12,Boundary C,Path,,Brampton,Brampton W," $1,749,905 "," $1,675,000 ",Detached,2-Storey,4,1,4,y,1,Built-,Cen,Gas,2-16-21,3-16-21,RE/MAX REAL,SAVE MAX ELIT,W5116310
181,Sld,,4,Clute Spri,Crt,,Brampton,Brampton W," $1,749,999 "," $1,720,000 ",Detached,2-Storey,5,0,4,y,1,Attach,Cen,Gas,4-27-21,5-2-21,STONECASTLE,STONECASTLE R,W5211040
182,Sld,,49,Isle Royal,Terr,,Brampton,Brampton W," $1,799,900 "," $1,780,000 ",Detached,2-Storey,4,1,5,y,1,Attach,Cen,Gas,3-16-21,3-25-21,HOME VISION,HOME VISION R,W5153874
183,Sld,,10,Mugford,Cres,,Brampton,Brampton W," $1,799,999 "," $1,790,000 ",Detached,2-Storey,5,0,6,y,1,Attach,Cen,Gas,3-4-21,4-1-21,HOMELIFE G1,HOMELIFE SUPE,W5138026
184,Sld,,8649,Mississaug,Rd,,Brampton,Brampton W," $1,895,000 "," $1,790,000 ",Detached,Bungalow,3,1,3,N,1,Attach,Cen,Gas,2-10-21,2-26-21,RE/MAX REAL,KING REALTY I,W5110439
185,Sld,,7749,Churchvill,Rd,,Brampton,Brampton W," $1,900,000 "," $1,830,000 ",Detached,2-Storey,3,0,2,y,1,Detach,Cen,Gas,1-5-21,1-19-21,RE/MAX REAL,RE/MAX REALE,W5075933
186,Sld,,8586,Mississauga,Rd,,Brampton,Brampton W," $1,949,000 "," $1,900,000 ",Detached,Sidesplit,4,1,4,y,1,Detach,Cen,Gas,1-18-21,1-28-21,RE/MAX REAL,HOMELIFE/MIRA,W5086838
187,Sld,,9,Port Hope,Hllw,,Brampton,Brampton W," $1,949,900 "," $1,900,000 ",Detached,2-Storey,5,0,4,y,1,Built-,Cen,Gas,1-17-21,1-25-21,ROYAL STAR,EXECUTIVE REA,W5088391
188,Sld,N,3,Port Hope,Hllw,,Brampton,Brampton W," $1,988,000 "," $1,950,000 ",Detached,2-Storey,4,2,6,y,1,Built-,Cen,Gas,1-29-21,2-2-21,RE/MAX REAL,RE/MAX REALE,W5097959
189,Sld,,42,Dancing Wa,Rd,,Brampton,Brampton W," $1,999,000 "," $2,000,000 ",Detached,2-Storey,5,2,7,y,1,Attach,Cen,Gas,1-21-21,1-22-21,AIMHOME REA,FORTUNE HOMES,W5090148
190,Sld,N,2,Tammy,Dr,,Brampton,Brampton W," $2,074,990 "," $2,000,000 ",Detached,2-Storey,5,0,4,y,1,Built-,Cen,Gas,2-23-21,2-27-21,NEW VENTURE,IPRO REALTYL,W5125373
191,Sld,,21,Tammy,Dr,,Brampton,Brampton W," $2,150,000 "," $2,100,000 ",Detached,2-Storey,4,1,5,y,1,Built-,Cen,Gas,1-4-21,1-7-21,CENTURION R,CENTURION REA,W5078383
192,Sld,,22,Port Hope,Hllw,,Brampton,Brampton W," $2,199,900 "," $2,117,500 ",Detached,2-Storey,4,0,5,y,1,Built-,Cen,Gas,9-6-20,1-19-21,RE/MAX REAL,ROYAL LEPAGE,W4900383
193,Sld,,11,Gladiolus,St,,Brampton,Brampton W," $2,220,000 "," $2,100,000 ",Detached,2-Storey,5,0,6,y,1,Built-,Cen,Gas,2-17-21,2-28-21,ROYAL ELITE,RE/MAX GOLD R,W5117446
194,Sld,N,24,Port Hope,Hllw,,Brampton,Brampton W," $2,275,000 "," $2,200,000 ",Detached,2-Storey,5,0,5,y,1,Built-,Cen,Gas,2-8-21,2-13-21,RE/MAX REAL,RE/MAX REALE,W5107930
195,Sld,,7,Tillsonbur,Ave,,Brampton,Brampton W," $2,298,000 "," $2,298,000 ",Detached,2-Storey,5,0,5,Y,1,Built-,Cen,Gas,3-31-21,4-2-21,RES/COM REA,HOMELIFE MAPL,W5174174
196,Sld,,1,Port Hope,Hllw,,Brampton,Brampton W," $2,299,000 "," $2,250,000 ",Detached,2-Storey,4,1,4,Y,1,Built-,Cen,Gas,3-19-21,3-23-21,RES/COM REA,RE/MAX REALE,W5159258
197,Sld,N ,7631,Creditview,Rd,,Brampton,Brampton W," $2,499,000 "," $2,350,000 ",Detached,Bungalow,3,0,3,N,1,Detach,Cen,Oil,11-27-20,2-15-21,REAL ESTATE,HOMELIFE/MIRA,W5001610
198,Sld,      ,6,Port Hope,Hllw,,Brampton,Brampton W," $2,500,000 "," $2,355,000 ",Detached,2-Storey,4,2,5,y,1,Built-,Cen,Gas,4-28-21,5-3-21,ROYAL LEPAG,RE/MAX REAL E,W5212532
199,Sld,N        ,14,Crown Fore,Crt,,Brampton,Brampton W," $2,689,000 "," $2,575,000 ",Detached,2-Storey,4,1,5,y,1,Attach,Cen,Gas,3-17-21,3-21-21,HOMELIFE/MI,HOMELIFE/MIRA,W5156524
200,Sld,,7895,Creditview,Rd,,Brampton,Brampton W," $3,189,999 "," $3,365,000 ",Detached,2-Storey,5,0,4,y,1,Attach,Cen,Gas,12-30-20,1-1-21,SUTTON GROU,RE/MAX REAL E,W5072238
201,Sld,N,19,Hedgeson,Crt,W,Brampton,Brampton W," $449,000 "," $450,000 ",Detached,Other,3,0,2,N,1,None,Cen,Gas,4-14-21,5-12-21,CENTURY 21,"ZOLO REALTY,",W5196035
202,Sld,,39,Hoskins,Sq,,Brampton,Brampton W," $529,900 "," $636,326 ",Att/Row/Tw,3-Storey,3,0,1,N,1,Built-,Non,Electr,2-2-21,2-7-21,RE/MAX REAL,ROYAL LEPAGE,W5101656
203,Sld,,4,Holmcrest,Crt,,Brampton,Brampton W," $575,000 "," $552,500 ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,3-17-21,3-27-21,MCENERY REA,ROYAL LEPAGE,W5154527
204,Sld,,19,Horseshoe,Crt,,Brampton,Brampton W," $579,900 "," $635,000 ",Detached,2-Storey,3,0,2,y,1,Other,Non,Electr,1-4-21,1-12-21,HOMELIFE/MI,RE/MAX REALTY,W5074050
205,Sld,,10,Homeland,Crt,,Brampton,Brampton W," $579,900 "," $620,000 ",Detached,2-Storey,3,0,1,N,1,None,Non,Electr,4-29-21,4-30-21,RE/MAX REAL,CENTURION REA,W5213111
206,Sld,,5,Holmcrest,Crt,,Brampton,Brampton W," $599,000 "," $640,000 ",Detached,2-Storey,3,0,2,N,1,None,Non,Electr,1-21-21,1-27-21,HOMELIFE/MI,CENTURY 21 LE,W5091630
207,Sld,N,21,Huckleberr,Sq,,Brampton,Brampton W," $599,000 "," $721,000 ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,3-24-21,4-8-21,ROYAL LEPAG,TONY K REALE,W5165554
208,Sld,N,17,Hector,Crt,,Brampton,Brampton W," $599,000 "," $700,000 ",Detached,2-Storey,3,1,2,N,1,None,Cen,Gas,4-20-21,4-26-21,CENTURY 21,HOMELIFE/MIRA,W5201876
209,Sld,N,18,Homeland,Crt,,Brampton,Brampton W," $599,500 "," $639,000 ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,1-7-21,1-19-21,REALTY EXEC,HOMELIFE/MIRA,W5078582
210,Sld,,5,Hillgate,Dr,,Brampton,Brampton W," $599,500 "," $770,000 ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,4-14-21,4-18-21,REALTY EXEC,HOMELIFE G1 R,W5194807
211,Sld,,11,Horatio,Crt,,Brampton,Brampton W," $599,500 "," $670,000 ",Detached,2-Storey,3,0,2,N,1,None,Non,Gas,4-21-21,4-25-21,REALTY EXEC,PUBLIC CHOICE,W5204194
212,Sld,,22,Heathersid,Crt,,Brampton,Brampton W," $599,900 "," $732,000 ",Detached,2-Storey,3,1,3,N,1,None,Cen,Gas,2-5-21,2-8-21,KINGSWAY RE,CENTURY 21 EM,W5105716
213,Sld,,21,Havenbrook,Crt,,Brampton,Brampton W," $599,900 "," $680,000 ",Detached,2-Storey,3,0,2,N,1,None,Win,Gas,4-19-21,4-21-21,CENTURY 21,RIGHT AT HOME,W5199762
214,Sld,,21,Highview,Tr,,Brampton,Brampton W," $599,900 "," $680,000 ",Detached,Backsplit,3,0,2,N,1,None,Cen,Gas,4-23-21,4-27-21,RE/MAX REAL,INTERCITY REA,W5207221
215,Sld,,13,Hayden,Crt,,Brampton,Brampton W," $599,990 "," $715,500 ",Detached,2-Storey,3,0,2,y,1,None,Cen,Gas,3-17-21,3-22-21,REXIG REALT,RE/MAX PARAMO,W5156391
216,Sld,N,54,Hoskins,Sq,,Brampton,Brampton W," $629,000 "," $610,000 ",Detached,2-Storey,3,0,2,N,1,None,Wal,Electr,11-6-20,1-5-21,HOME TO HOM,ROYAL LEPAGE,W4982446
217,Sld,,62,Hoskins,Sq,,Brampton,Brampton W," $629,900 "," $685,000 ",Detached,2-Storey,3,0,1,N,1,None,Non,Electr,2-6-21,2-13-21,EXIT REALTY,ROYAL LEPAGE,W5106965
218,Sld,,22,Hindquarte,Crt,,Brampton,Brampton W," $649,000 "," $720,000 ",Att/Row/Tw,2-Storey,3,1,3,N,1,None,Cen,Gas,2-5-21,2-7-21,RE/MAX REAL,RE/MAX REALTY,W5105959
219,Sld,,6,Hilldowntr,Tr,,Brampton,Brampton W," $649,000 "," $742,000 ",Detached,Sidesplit,4,0,2,N,1,None,Cen,Gas,3-4-21,3-8-21,ROYAL LEPAG,RE/MAX REALTY,W5137631
220,Sld,,65,Huntingwoo,Cres,,Brampton,Brampton W," $649,900 "," $670,700 ",Detached,Sidesplit,3,0,2,N,1,None,Non,Gas,1-20-21,1-23-21,WELCOME HOM,RE/MAX REALTY,W5089967
221,Sld,,14,Hollyhedge,Crt,,Brampton,Brampton W," $649,900 "," $656,000 ",Detached,2-Storey,4,0,2,N,1,None,Win,Electr,1-26-21,1-27-21,RE/MAX REAL,HOMELIFE WOOD,W5094187
222,Sld,,21,Horseshoe,Crt,,Brampton,Brampton W," $649,900 "," $742,000 ",Detached,2-Storey,4,1,2,y,1,None,Cen,Gas,3-24-21,3-27-21,RE/MAX REAL,HOMELIFE SUPE,W5165146
223,Sld,N,22,Homeland,Crt,,Brampton,Brampton W," $649,900 "," $725,000 ",Detached,2-Storey,3,1,2,N,1,None,Win,Gas,3-31-21,4-9-21,HOMELIFE/MI,HOMELIFE/MIRA,W5174534
224,Sld,,10,Hasting,Sq,,Brampton,Brampton W," $649,999 "," $685,000 ",Att/Row/Tw,2-Storey,3,0,2,N,1,None,Cen,Gas,4-15-21,4-27-21,RE/MAX REAL,HOMELIFE GALA,W5196458
225,Sld,,6,Hastings,Sq,,Brampton,Brampton W," $650,000 "," $660,000 ",Detached,2-Storey,3,0,2,y,1,None,Non,Electr,3-30-21,4-4-21,CITYSCAPE R,CITYSCAPE REA,W5173223
226,Sld,,133,Decker Hal,Circ,,Brampton,Brampton W," $650,000 "," $775,000 ",Att/Row/Tw,3-Storey,3,1,3,N,1,Attach,Cen,Gas,5-5-21,5-12-21,ZOLO REALTY,"ZOLO REALTY,",W5222484
227,Sld,,11,Hillgate,Dr,,Brampton,Brampton W," $659,900 "," $681,000 ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,1-19-21,1-22-21,"JN REALTY,",RE/MAX REALE,W5088620
228,Sld,N,12,Hoskins,Sq,,Brampton,Brampton W," $659,900 "," $675,000 ",Detached,2-Storey,3,0,1,N,1,None,Wal,Electr,3-23-21,3-31-21,HOMELIFE/MI,RE/MAX REALE,W5165486
229,Sld,,12,Habitat,Sq,,Brampton,Brampton W," $669,900 "," $700,000 ",Detached,2-Storey,3,0,2,N,1,None,Non,Electr,2-16-21,2-18-21,REALTY EXEC,IPRO REALTYL,W5116598
230,Sld,,17,Hollis,Crt,,Brampton,Brampton W," $678,800 "," $650,000 ",Detached,2-Storey,4,0,1,N,1,None,Oth,Other,4-14-21,4-26-21,RE/MAX REAL,RE/MAX REALTY,W5194874
231,Sld,N,17,Handel,Crt,,Brampton,Brampton W," $679,000 "," $758,000 ",Detached,2-Storey,3,1,3,N,1,None,Cen,Gas,1-27-21,2-8-21,RE/MAX ESCA,HOMELIFE/MIRA,W5095665
232,Sld,,14,Highland,Tr,,Brampton,Brampton W," $679,000 "," $675,000 ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,3-12-21,3-24-21,SAM MCDADI,RE/MAX REALE,W5150243
233,Sld,,9,Hernon,Crt,,Brampton,Brampton W," $679,900 "," $753,000 ",Semi-Detac,2-Storey,3,1,2,N,1,None,Cen,Gas,2-20-21,2-28-21,ROYAL LEPAG,RE/MAX REALE,W5122432
234,Sld,,7,Homer,Sq,,Brampton,Brampton W," $679,900 "," $695,000 ",Detached,Backsplit,4,0,2,N,1,None,Cen,Electr,3-20-21,3-23-21,ROYAL STAR,TRI-CITY PROF,W5160537
